dataset_mode,model,threshold,flagged_order_rate,accuracy,precision,recall,f1,roc_auc,pr_auc,brier_score,true_negatives,false_positives,false_negatives,true_positives
post_delivery,LightGBM,0.2,0.7818596402330884,0.3466936914111984,0.17615035644847699,0.9375646774749914,0.2965791914452507,0.7947699459042865,0.5570370232222537,0.14200176774931467,4124,12712,181,2718
post_delivery,LightGBM,0.3,0.4814289333671143,0.6044590828477324,0.24176402483949058,0.792342186961021,0.37048387096774194,0.7947699459042865,0.5570370232222537,0.14200176774931467,9632,7204,602,2297
post_delivery,LightGBM,0.4,0.28259437547504435,0.7684317202938941,0.35018827326519636,0.6736805795101759,0.4608305804624823,0.7947699459042865,0.5570370232222537,0.14200176774931467,13212,3624,946,1953
post_delivery,LightGBM,0.5,0.18525462376488472,0.8413478591335192,0.4682713347921225,0.5905484649879269,0.5223493516399695,0.7947699459042865,0.5570370232222537,0.14200176774931467,14892,1944,1187,1712
post_delivery,LightGBM,0.6,0.1340765138079554,0.8745882949075247,0.5801209372637944,0.5294929285960676,0.5536519386834986,0.7947699459042865,0.5570370232222537,0.14200176774931467,15725,1111,1364,1535
post_delivery,LightGBM,0.7,0.1047884469217127,0.8878642006587282,0.6658607350096711,0.4749913763366678,0.554459432252869,0.7947699459042865,0.5570370232222537,0.14200176774931467,16145,691,1522,1377
post_delivery,LightGBM,0.8,0.08609070179883456,0.891765898150494,0.7245438493231312,0.4246291824767161,0.535450195737277,0.7947699459042865,0.5570370232222537,0.14200176774931467,16368,468,1668,1231
